,a_lane1_input,a_lane2_input,a_lane1_output,a_lane2_output,a_lane3_output,a_lane4_output,abd_lane_input_sum,a_jun_output_sum,b_lane1_input,b_lane2_input,b_lane1_output,b_lane2_output,b_lane3_output,b_lane4_output,bac_lane_input_sum,b_jun_output_sum,c_lane1_input,c_lane2_input,c_lane1_output,c_lane2_output,c_lane3_output,c_lane4_output,cbd_lane_input_sum,c_jun_output_sum,d_lane1_input,d_lane2_input,d_lane3_input,d_lane1_output,d_lane2_output,d_lane3_output,d_lane4_output,d_lane5_output,dac_lane_input_sum,d_jun_output_sum
14370,15,6,14,16,5,18,42,53,12,12,14,10,16,16,46,56,7,19,10,8,7,6,47,31,9,18,13,12,19,12,6,18,62,67
14371,12,7,6,8,9,7,37,30,12,16,5,5,8,12,51,30,11,6,7,17,10,17,35,51,6,14,17,14,17,17,6,15,60,69
14372,14,11,8,9,17,15,38,49,8,5,18,13,10,19,45,60,18,5,10,5,8,12,36,35,5,12,14,18,9,15,15,6,63,63
14373,17,7,5,12,14,15,60,46,18,5,15,12,19,8,59,54,19,10,16,7,16,15,65,54,18,9,10,17,10,15,10,19,73,71
14374,8,10,6,7,14,18,38,45,5,17,8,7,15,19,36,49,6,11,13,16,17,11,37,57,15,10,9,10,16,14,16,16,48,72
14375,11,10,8,7,15,5,50,35,11,10,19,13,18,6,44,56,12,15,13,5,7,18,56,43,18,7,6,16,8,5,8,19,54,56
14376,9,12,14,12,11,16,42,53,5,17,5,15,11,18,41,49,10,6,6,13,13,12,37,44,16,16,11,9,8,9,8,6,62,40
14377,11,17,10,9,19,12,51,50,17,14,5,11,18,11,51,45,9,18,16,12,13,15,50,56,6,16,13,17,15,10,17,15,55,74
14378,8,12,14,9,8,13,48,44,13,12,19,12,6,10,45,47,12,12,15,19,16,19,52,69,15,16,9,19,6,17,12,17,60,71
14379,14,5,9,10,15,13,40,47,8,12,18,14,18,6,47,56,13,18,12,9,8,12,52,41,13,6,17,11,12,7,7,9,63,46
14380,18,18,18,13,7,6,53,44,12,11,13,14,16,18,52,61,11,12,13,6,11,8,40,38,5,13,15,15,7,15,7,13,62,57
14381,14,9,13,12,10,5,44,40,5,11,7,12,16,14,43,49,13,5,18,6,15,19,39,58,16,7,9,9,18,10,5,9,59,51
14382,14,13,6,13,8,9,63,36,17,10,13,9,8,13,50,43,9,6,12,16,18,17,51,63,19,14,8,6,10,12,11,19,64,58
14383,14,15,12,8,10,14,44,44,7,15,17,11,16,13,53,57,17,14,11,19,18,5,46,53,8,9,13,19,9,13,7,16,61,64
14384,6,14,7,12,9,8,44,36,11,13,12,7,8,14,36,41,6,9,12,16,14,17,39,59,13,5,5,13,19,7,16,8,35,63
14385,15,13,14,5,19,12,51,50,13,6,13,13,9,16,47,51,13,12,15,18,6,16,48,55,10,16,15,5,13,6,14,13,69,51
14386,19,6,6,8,14,5,44,33,8,19,5,10,5,14,63,34,17,6,13,8,19,7,42,47,11,12,12,12,19,5,14,16,71,66
14387,9,17,13,7,14,5,56,39,18,9,19,18,6,16,51,59,15,11,8,14,10,6,56,38,12,18,13,10,9,15,10,6,67,50
14388,5,7,12,14,5,19,29,50,6,16,9,7,7,12,34,35,7,17,18,18,13,6,41,55,11,9,9,18,16,10,15,10,41,69
14389,8,16,16,8,17,5,47,46,16,5,8,18,12,5,37,43,8,6,9,5,6,15,37,35,7,17,14,9,13,19,7,13,54,61
14390,16,7,10,5,6,5,51,26,11,11,8,16,6,14,49,44,11,19,11,12,10,12,58,45,17,15,10,15,8,11,19,15,69,68
14391,19,7,19,8,7,9,51,43,19,9,17,7,8,8,62,40,15,12,6,7,10,5,52,28,6,15,6,16,9,15,19,9,61,68
14392,19,18,15,5,15,18,72,53,18,6,19,9,14,16,62,58,19,13,9,14,16,9,67,48,17,17,13,5,8,17,19,12,85,61
14393,9,16,14,8,6,15,52,43,9,8,6,15,12,7,44,40,18,17,8,16,9,16,62,49,18,9,12,11,14,14,13,17,66,69
14394,6,11,14,18,18,12,54,62,19,8,9,8,10,6,47,33,14,17,16,18,18,13,68,65,18,7,19,8,17,10,11,16,64,62
14395,16,7,8,17,5,18,41,48,12,19,10,10,10,12,59,42,12,19,11,13,11,5,49,40,6,19,13,12,5,8,13,9,66,47
14396,6,18,13,17,6,8,48,44,17,9,14,5,17,17,48,53,16,6,15,6,9,17,46,47,7,12,9,13,19,19,19,5,50,75
14397,5,12,15,11,5,6,40,37,7,10,11,9,7,8,36,35,14,16,6,14,16,16,53,52,16,19,9,18,19,10,10,12,63,69
14398,18,17,11,13,18,11,55,53,13,12,11,12,12,9,57,44,14,17,5,13,18,6,51,42,7,19,11,9,11,11,19,14,69,64
14399,5,12,11,12,17,10,30,50,7,14,19,9,11,14,35,53,9,6,12,13,14,16,28,55,6,9,13,7,19,19,19,8,42,72
14400,10,11,12,8,6,12,31,38,5,5,5,16,7,17,39,45,19,11,13,18,9,18,40,58,5,11,19,7,7,16,10,17,64,57
14401,10,12,15,11,5,17,55,48,17,15,11,11,9,14,57,45,15,13,9,10,5,10,61,34,16,5,17,5,16,16,8,9,63,54
14402,19,7,16,14,13,15,50,58,12,14,13,11,19,19,55,62,10,7,9,17,19,12,41,57,12,17,10,18,14,9,12,6,68,59
14403,15,16,18,15,16,9,62,58,12,10,14,5,16,7,48,42,11,9,10,13,10,9,51,42,19,16,12,5,18,12,13,12,73,60
14404,6,9,19,18,13,7,48,57,17,14,11,8,12,5,42,36,5,19,6,14,12,18,57,50,16,14,16,19,16,19,17,5,57,76
14405,8,10,17,10,14,19,38,60,12,11,6,6,13,15,39,40,8,8,13,5,18,5,36,41,8,12,7,12,7,8,10,10,43,47
14406,8,8,10,7,9,14,38,40,14,10,10,11,15,18,51,54,19,16,18,9,13,7,57,47,8,18,5,18,12,16,5,9,58,60
14407,18,14,10,5,7,19,48,41,9,13,13,11,14,7,52,45,12,14,11,12,8,13,42,44,7,5,15,17,8,15,7,9,57,56
14408,9,10,7,18,6,18,37,49,10,10,13,7,12,9,43,41,14,15,7,19,15,9,47,50,8,13,10,8,5,15,7,5,54,40
14409,14,16,5,10,5,16,57,36,17,18,17,14,18,17,63,66,14,16,14,10,18,7,57,49,10,19,8,9,12,17,12,16,65,66
14410,14,13,14,12,12,6,62,44,19,7,16,14,10,16,50,56,10,8,15,7,19,6,53,47,16,18,8,13,14,19,13,5,66,64
14411,12,6,15,14,12,19,51,60,18,18,16,6,9,7,61,38,13,17,6,16,15,11,63,48,15,7,7,11,10,17,6,14,54,58
14412,5,8,6,15,14,14,35,49,5,10,6,12,19,9,26,46,6,14,13,12,11,15,42,51,17,16,13,12,12,7,13,18,57,62
14413,17,18,5,7,10,16,57,38,12,9,17,13,10,16,47,56,9,11,17,13,18,7,42,55,10,18,13,6,10,10,9,5,67,40
14414,5,16,7,16,14,12,38,49,9,5,19,5,14,8,35,46,16,11,11,11,14,9,44,45,8,7,15,10,12,15,18,13,51,68
14415,11,12,7,7,16,10,49,40,16,16,16,8,8,15,50,47,7,18,13,7,10,7,51,37,10,14,5,13,10,13,11,13,47,60
14416,14,7,8,19,5,7,40,39,10,10,13,8,16,16,40,53,6,15,19,15,14,19,40,67,9,16,7,10,5,9,5,14,52,43
14417,14,8,8,16,16,13,58,53,17,12,8,14,8,10,48,40,5,11,16,6,7,11,52,40,19,12,11,9,19,16,7,9,61,60
14418,6,16,14,8,12,14,44,48,17,7,7,5,5,17,46,34,16,16,18,12,7,12,54,49,5,7,18,6,11,19,16,11,52,63
14419,12,18,5,18,19,10,50,52,10,18,11,16,8,8,55,43,15,15,10,6,16,16,50,48,10,8,19,12,18,6,10,16,64,62
14420,16,16,7,18,9,17,50,51,6,7,6,10,6,18,44,40,15,12,17,6,13,10,45,46,12,5,18,10,10,9,19,15,66,63
14421,12,13,14,15,13,15,56,57,18,8,5,16,18,9,52,48,14,19,7,15,18,14,64,54,13,10,12,7,15,18,8,7,61,55
14422,15,9,19,13,13,18,54,63,12,9,18,7,6,8,47,39,11,10,18,5,13,13,51,49,18,7,12,14,8,19,9,5,63,55
14423,18,10,10,11,15,11,63,47,17,10,12,5,11,18,55,46,10,8,18,18,18,9,53,63,18,18,14,13,9,8,6,12,78,48
14424,14,17,5,19,13,17,60,54,14,5,7,11,9,12,44,39,11,15,13,6,6,19,55,44,15,19,7,19,18,17,12,19,66,85
14425,5,9,8,8,12,17,31,45,10,16,13,19,13,12,46,57,15,15,7,11,13,10,47,41,7,6,11,16,6,16,19,7,44,64
14426,15,17,14,5,6,7,70,32,19,8,12,12,6,15,60,45,18,19,16,19,18,19,75,72,19,13,8,11,11,14,5,9,73,50
14427,17,6,18,5,11,6,40,40,6,12,12,19,8,11,53,50,18,14,12,9,14,17,49,52,11,12,13,7,7,18,14,15,71,61
14428,7,15,16,9,16,15,58,56,19,19,15,11,9,7,56,42,11,5,10,15,6,18,52,49,17,8,10,11,12,18,18,10,53,69
14429,7,17,10,5,12,7,55,34,14,15,19,14,11,16,41,60,5,17,8,7,5,5,53,25,17,17,10,6,11,16,11,9,56,53
14430,7,17,17,16,18,11,60,62,17,7,7,18,14,14,47,53,16,6,19,6,7,12,58,44,19,6,7,19,8,13,14,19,55,73
14431,11,13,13,6,17,11,43,47,13,17,14,13,5,5,50,37,9,15,8,14,7,10,43,39,6,8,13,8,13,15,14,19,47,69
14432,16,13,18,8,5,14,52,45,6,7,16,15,19,10,46,60,17,15,19,14,9,18,55,60,17,13,8,14,8,6,19,5,71,52
14433,7,13,13,13,19,14,41,59,6,12,7,14,10,16,40,47,15,11,8,16,14,16,47,54,15,9,5,8,17,5,6,16,51,52
14434,14,6,9,15,13,9,42,46,9,19,14,7,9,5,60,35,18,18,12,15,18,5,58,50,13,18,11,18,6,17,12,5,74,58
14435,16,14,10,11,15,15,44,51,8,6,5,11,13,8,46,37,16,12,18,6,17,19,42,60,6,15,9,7,12,8,10,13,62,50
14436,11,12,13,14,17,17,48,61,18,13,9,10,16,19,50,54,8,17,6,18,18,16,50,58,7,14,18,9,17,6,11,16,58,59
14437,13,8,13,14,6,16,48,49,10,12,17,8,19,12,46,56,11,14,14,9,16,18,52,57,17,15,17,8,16,19,12,15,73,70
14438,9,13,8,18,6,10,47,42,6,19,17,5,6,18,46,46,12,17,8,12,8,14,54,42,19,16,17,7,6,16,12,11,73,52
14439,8,11,18,18,11,18,49,65,18,11,19,15,10,10,42,54,5,12,5,6,12,15,47,38,12,12,12,13,13,7,14,5,49,52
14440,16,11,6,11,19,17,47,53,15,10,12,11,12,15,46,50,5,5,15,19,17,12,30,63,5,9,16,13,18,9,13,8,51,61
14441,7,14,12,11,16,12,46,51,11,10,15,11,8,18,35,52,7,19,14,15,13,6,51,48,14,14,14,19,18,19,7,6,56,69
14442,17,17,17,10,9,9,45,45,5,13,12,17,18,18,48,65,13,17,11,12,12,7,41,42,6,18,8,16,8,11,11,19,62,65
14443,12,9,13,13,15,18,51,59,14,17,11,12,15,18,61,56,18,15,9,12,9,19,63,49,16,16,9,11,14,18,5,19,71,67
14444,17,9,12,15,11,12,54,50,9,10,17,10,5,8,49,40,13,6,18,10,16,18,47,62,19,8,10,14,15,8,9,9,67,55
14445,10,10,6,16,7,12,53,41,16,10,7,19,7,8,54,41,18,17,15,17,5,7,68,44,17,18,6,5,5,13,17,14,69,54
14446,18,19,15,9,19,17,62,60,6,6,14,19,8,7,38,48,8,10,11,12,14,17,43,54,19,11,14,6,9,18,6,15,70,54
14447,6,6,11,15,8,17,43,51,19,13,19,12,19,11,53,61,15,15,15,11,13,16,61,55,12,14,13,17,5,8,8,10,60,48
14448,16,10,11,14,11,7,44,43,9,11,16,10,19,14,46,59,10,5,9,13,9,12,33,43,9,7,12,13,10,14,19,13,54,69
14449,19,7,9,17,17,8,54,51,12,18,10,12,15,13,62,50,13,12,15,8,7,15,53,45,16,10,5,16,10,15,11,14,63,66
14450,9,9,13,17,5,18,35,53,8,14,8,19,17,14,50,58,19,16,19,16,9,5,52,49,9,13,17,19,16,13,16,17,67,81
14451,18,7,17,6,12,17,50,52,15,8,17,16,11,12,54,56,13,19,18,6,12,5,57,41,10,10,14,16,11,8,9,5,65,49
14452,9,16,12,11,8,13,54,44,16,19,10,12,6,7,61,35,17,15,19,10,16,18,61,63,13,18,11,5,12,9,8,5,68,39
14453,11,6,15,14,8,11,41,48,8,19,10,12,17,8,47,47,9,12,7,10,10,17,45,44,16,13,6,10,19,18,15,8,55,70
14454,17,11,18,17,10,11,55,56,14,15,7,11,6,17,52,41,6,5,9,14,7,8,38,38,13,14,13,9,6,6,16,13,63,50
14455,12,13,18,5,13,14,54,50,14,8,6,8,18,11,52,43,18,11,9,5,6,19,58,39,15,11,7,15,10,8,12,18,63,63
14456,6,18,15,17,12,11,47,55,12,19,16,15,6,8,50,45,13,9,16,11,8,11,45,46,11,7,17,19,16,9,6,14,54,64
14457,17,13,17,19,18,10,50,64,12,18,15,15,10,17,64,57,17,17,13,7,7,19,54,46,8,14,6,12,17,14,10,10,62,63
14458,10,8,6,17,12,5,55,40,18,16,11,12,17,11,58,51,14,13,17,19,8,16,64,60,19,10,10,7,17,10,7,14,63,55
14459,18,19,12,14,13,10,58,49,7,16,5,8,12,10,56,35,15,6,8,10,16,17,42,51,14,16,13,18,15,15,7,11,76,66
14460,8,17,12,7,15,13,42,47,10,18,15,19,8,10,54,52,18,6,8,11,8,13,41,40,7,13,11,9,11,9,15,13,57,57
14461,8,12,5,10,8,11,45,34,10,10,15,19,6,14,40,54,12,18,16,5,12,7,55,40,15,12,17,10,6,18,13,16,64,63
14462,9,17,15,16,10,16,55,57,14,14,13,8,16,18,56,55,19,14,14,19,11,18,62,62,15,7,17,11,7,17,19,18,67,72
14463,15,7,13,7,6,13,42,39,15,10,16,17,12,11,45,56,5,19,7,13,15,18,44,53,5,9,9,11,18,17,16,11,43,73
14464,5,15,9,15,5,16,47,45,17,5,11,18,10,16,37,55,10,11,14,10,9,9,48,42,10,19,19,7,15,6,11,18,63,57
14465,10,10,5,10,13,7,41,35,8,9,15,18,19,9,34,61,7,11,6,15,5,13,39,39,13,15,11,19,9,16,11,15,56,70
14466,11,19,5,6,12,9,54,32,17,5,10,6,13,10,48,39,15,16,16,7,13,5,55,41,7,12,14,5,16,15,18,8,59,62
14467,19,17,11,16,10,18,64,55,13,13,9,9,6,14,56,38,11,19,14,11,19,8,58,52,15,6,10,6,16,10,7,12,61,51
14468,8,11,7,9,12,12,50,40,18,7,9,6,11,6,41,32,8,17,11,6,7,12,56,36,13,15,14,15,5,14,15,16,58,65
14469,19,16,13,18,6,19,59,56,18,10,9,11,7,10,64,37,17,15,12,18,18,8,56,56,6,5,17,8,15,16,8,9,64,56
14470,17,13,15,10,8,12,63,45,18,19,16,13,18,19,73,66,19,17,11,18,18,13,69,60,15,14,18,18,16,13,19,12,83,78
14471,18,16,14,6,18,16,56,54,11,9,12,10,9,14,45,45,7,15,19,16,15,19,44,69,11,6,14,14,14,17,18,17,56,80
14472,19,11,5,6,7,17,47,35,11,8,13,6,11,17,55,47,17,13,11,16,11,14,47,52,6,11,19,14,10,18,19,17,72,78
14473,18,16,12,13,18,13,49,56,9,7,8,8,12,18,45,46,11,7,13,10,18,13,33,54,6,15,14,10,5,8,19,17,64,59
14474,10,15,6,19,13,8,49,46,12,11,16,17,14,19,38,66,5,8,10,9,18,7,37,44,12,18,10,16,8,8,19,5,55,56
14475,18,8,8,13,14,11,43,46,8,14,19,14,19,9,59,61,19,10,18,8,13,7,46,46,9,14,8,11,15,13,5,15,68,59
14476,8,6,16,7,14,11,45,48,17,9,11,14,18,19,48,62,14,7,9,15,8,9,52,41,14,10,7,14,14,15,9,15,53,67
14477,18,11,7,10,11,10,60,38,14,15,11,8,18,9,52,46,5,9,10,7,12,13,45,42,17,16,5,9,7,18,18,7,61,59
14478,10,9,10,5,5,15,33,35,7,6,15,8,9,14,28,46,5,17,8,16,9,12,36,45,7,6,11,19,13,6,18,17,39,73
14479,9,5,7,19,10,10,44,46,19,6,16,11,7,12,52,46,18,9,9,15,14,18,57,56,11,5,13,12,16,15,8,14,56,65
14480,11,16,15,11,10,13,40,49,5,19,8,8,14,18,40,48,5,18,7,19,14,8,36,48,8,15,16,10,14,7,13,6,55,50
14481,12,16,19,14,10,9,50,52,9,17,19,7,7,14,46,47,8,10,17,6,8,8,40,39,13,8,15,5,18,5,13,17,56,58
14482,9,9,17,9,13,12,33,51,7,10,15,6,16,10,32,47,6,16,9,18,11,15,37,53,8,19,10,9,17,16,14,13,52,69
14483,15,10,9,18,7,15,50,49,8,14,17,17,8,15,45,57,8,15,16,12,19,19,48,66,17,12,6,18,8,14,9,8,58,57
14484,16,5,17,9,16,10,42,52,12,10,18,6,11,5,51,40,13,13,16,8,14,18,47,56,9,5,16,10,14,19,9,14,59,66
14485,10,10,10,10,11,13,32,44,6,7,13,8,11,13,33,45,10,14,7,13,8,10,36,38,6,14,19,16,19,6,7,17,59,65
14486,9,12,8,8,16,13,48,45,10,5,5,8,16,8,29,37,5,13,10,9,10,9,45,38,17,11,15,14,8,17,10,14,57,63
14487,18,5,12,7,7,12,38,38,9,16,13,7,13,8,61,41,18,5,15,9,17,16,38,57,6,15,10,9,12,11,17,17,67,66
14488,12,7,17,8,17,19,41,61,12,14,6,8,11,17,44,42,6,9,10,8,19,12,37,49,10,6,11,11,15,11,6,17,45,60
14489,14,6,15,18,15,7,42,55,13,14,10,14,17,15,54,56,13,9,8,6,18,9,44,41,9,14,17,10,9,19,9,15,67,62
14490,19,5,9,13,15,8,52,45,19,18,9,7,7,16,68,39,12,9,13,6,11,6,49,36,9,11,7,11,16,5,11,10,58,53
14491,10,7,13,13,10,11,33,47,10,12,16,11,19,14,42,60,10,18,8,18,18,19,44,63,6,5,5,9,14,10,15,12,36,60
14492,14,17,14,9,19,6,53,48,13,18,19,16,5,16,64,56,19,5,8,18,5,5,46,36,9,14,6,18,14,8,5,17,62,62
14493,11,17,13,14,16,12,63,55,16,18,5,8,6,14,52,33,7,15,8,16,13,10,57,47,19,5,16,15,15,7,19,9,58,65
14494,16,13,15,16,7,13,59,51,11,9,10,10,8,16,49,44,13,11,15,18,19,7,54,59,19,9,14,9,11,8,17,14,71,59
14495,12,11,11,17,13,16,45,57,17,6,7,5,15,10,46,37,11,18,12,18,10,19,51,59,5,12,18,10,13,8,5,5,58,41
14496,17,11,11,5,7,10,57,33,12,14,17,8,10,11,51,46,8,19,18,12,18,8,56,56,17,12,13,11,12,14,9,11,67,57
14497,17,15,17,19,6,8,65,50,15,11,9,11,15,14,56,49,13,15,6,18,12,18,61,54,18,5,12,12,5,7,11,6,65,41
14498,8,8,18,7,8,5,40,38,10,16,8,14,15,10,53,47,19,11,18,8,7,13,54,46,14,10,11,18,6,11,6,7,62,48
14499,15,10,15,16,12,14,56,57,15,6,5,14,15,12,52,46,16,12,5,19,11,17,59,52,16,14,7,9,13,19,6,15,68,62
14500,15,19,5,17,12,16,67,50,16,7,5,5,19,18,49,47,11,11,6,10,13,8,55,37,17,6,18,12,13,7,12,15,67,59
14501,18,15,9,10,6,6,60,31,14,5,9,13,13,7,56,42,19,10,6,17,18,13,56,54,13,18,9,8,7,6,18,5,77,44
14502,17,13,5,14,16,7,47,42,5,8,10,18,10,12,35,50,5,7,12,12,17,11,29,52,12,14,8,11,13,17,17,9,56,67
14503,10,16,10,6,15,16,56,47,18,13,5,14,9,6,55,34,14,7,14,14,18,8,51,54,12,15,18,13,16,9,6,19,69,63
14504,9,9,11,15,13,17,42,56,19,8,14,14,6,16,47,50,11,10,8,9,10,19,45,46,5,8,18,5,15,18,6,12,51,56
14505,17,14,10,18,6,14,59,48,17,14,6,5,8,9,57,28,9,13,19,8,6,17,50,50,11,18,9,17,6,12,12,9,64,56
14506,11,8,13,6,5,18,41,42,12,14,17,7,11,16,53,51,16,13,15,7,6,18,51,46,10,7,18,8,12,6,11,12,62,49
14507,11,6,17,14,16,13,50,60,17,13,12,19,6,6,47,43,6,10,17,19,7,11,49,54,16,9,18,17,16,16,13,19,60,81
14508,14,17,18,5,6,8,58,37,13,19,17,17,5,14,55,53,9,6,10,8,6,16,42,40,14,7,19,15,13,10,17,18,63,73
14509,14,7,7,7,19,12,48,45,10,5,6,12,6,11,36,35,7,10,5,9,16,5,44,35,17,17,10,14,11,5,16,16,65,62
14510,18,11,19,15,8,13,47,55,11,12,10,13,10,17,51,50,10,19,7,12,9,6,47,34,7,8,5,10,18,6,15,17,48,66
14511,5,15,15,17,10,8,35,50,8,19,10,19,10,18,43,57,11,18,10,6,7,15,44,38,7,17,7,19,19,5,6,19,47,68
14512,9,5,15,12,18,18,33,63,7,15,15,11,18,6,44,50,13,10,15,18,12,5,42,50,12,12,7,6,13,17,17,16,53,69
14513,19,6,17,10,7,10,54,44,11,14,14,10,6,6,57,36,13,13,12,13,9,11,55,45,18,7,6,5,18,13,8,14,63,58
14514,6,5,10,14,10,8,40,42,19,7,6,12,18,17,42,53,10,16,8,10,11,5,55,34,10,12,17,5,19,12,6,11,55,53
14515,5,11,10,11,8,7,43,36,13,16,9,14,12,16,42,51,8,8,13,5,7,15,43,40,14,6,15,14,8,13,18,11,48,64
14516,15,18,19,11,8,9,49,47,10,10,14,10,6,8,45,38,10,9,11,16,14,17,35,58,6,6,16,7,15,5,10,12,53,49
14517,7,10,17,8,10,7,35,42,10,13,5,9,17,7,44,38,14,5,6,17,12,13,37,48,8,10,5,7,7,12,7,5,44,38
14518,11,7,7,14,19,13,42,53,15,6,13,19,19,12,39,63,7,15,14,17,6,11,46,48,9,14,12,7,5,18,6,8,53,44
14519,7,17,6,13,18,8,42,45,11,19,18,12,19,11,46,60,9,14,15,15,5,13,41,48,7,12,13,12,10,17,14,12,48,65
14520,11,12,11,15,13,7,45,46,14,10,8,15,18,10,46,51,11,15,6,7,11,6,48,30,8,14,19,7,18,14,19,17,63,75
14521,16,19,14,19,11,17,49,61,6,11,14,9,16,15,38,54,5,16,15,12,6,6,35,39,8,13,19,18,8,14,19,5,61,64
14522,10,13,9,17,13,11,44,50,5,10,16,12,18,8,36,54,11,19,13,19,9,8,51,49,16,10,10,7,11,9,14,13,57,54
14523,14,5,13,7,16,12,35,48,6,13,12,16,16,6,43,50,10,8,11,9,9,12,34,41,10,15,17,7,7,8,16,9,66,47
14524,17,6,10,11,18,18,39,57,6,5,12,18,16,16,41,62,13,6,18,6,13,12,35,49,10,12,9,10,15,12,15,5,61,57
14525,10,5,12,10,16,11,51,49,17,10,7,6,7,12,45,32,8,6,18,6,9,5,50,38,19,16,18,19,14,9,11,12,71,65
14526,16,8,19,14,17,9,49,59,10,11,5,8,8,18,56,39,19,18,6,16,18,14,62,54,15,6,14,9,19,16,19,12,70,75
14527,8,10,11,13,15,15,47,54,11,9,8,9,16,9,45,42,17,10,19,19,12,10,56,60,18,9,8,13,12,6,16,14,60,61
14528,18,17,10,15,15,6,54,46,11,15,17,11,10,17,57,55,13,11,16,16,16,15,43,63,8,13,8,16,5,13,16,14,60,64
14529,17,11,8,8,18,18,42,52,6,15,6,16,11,10,46,43,8,16,11,10,12,5,38,38,8,15,7,9,7,5,18,16,55,55
14530,19,18,5,11,8,5,53,29,11,6,10,15,16,7,45,48,9,6,7,15,14,6,31,42,5,13,14,8,16,5,15,14,60,58
14531,9,17,11,19,11,7,50,48,11,6,19,18,10,11,34,58,8,7,15,13,13,8,39,49,13,15,8,19,9,13,13,6,53,60
14532,9,11,12,17,5,8,33,42,8,10,11,19,17,6,33,53,6,18,19,16,14,16,37,65,5,16,8,18,11,18,10,11,44,68
14533,19,12,12,10,16,9,67,47,18,7,8,7,17,19,58,51,14,9,13,5,14,18,59,50,18,10,12,18,9,16,7,17,73,67
14534,13,7,6,12,8,8,37,34,7,12,7,6,8,13,43,34,11,6,10,19,6,8,34,43,10,14,17,6,13,19,12,14,65,64
14535,5,8,13,13,13,8,29,47,9,7,8,18,8,18,30,52,9,5,8,13,7,13,30,41,7,11,14,15,16,16,16,18,46,81
14536,18,5,16,14,14,8,58,52,16,13,17,19,12,14,62,62,15,5,9,16,7,6,55,38,19,14,13,13,15,8,6,7,79,49
14537,13,11,19,16,13,15,58,63,17,6,19,16,10,11,46,56,10,12,14,7,17,8,56,46,17,15,13,18,19,19,15,8,68,79
14538,12,11,11,8,15,9,45,43,6,16,9,8,9,8,53,34,19,17,9,15,11,10,58,45,16,6,15,13,5,9,7,10,68,44
14539,13,8,9,15,15,13,44,52,17,8,13,9,15,9,52,46,14,7,17,14,10,16,44,57,6,12,7,15,7,11,11,8,52,52
14540,5,14,15,15,12,6,41,48,12,14,14,19,5,5,43,43,12,5,19,19,15,16,39,69,10,5,7,8,11,14,14,15,39,62
14541,9,11,14,9,10,14,44,47,17,5,13,8,12,6,42,39,11,10,5,13,8,17,45,43,7,14,14,8,14,6,18,9,55,55
14542,8,17,19,12,19,12,56,62,19,8,18,19,9,16,42,62,7,7,14,11,6,16,45,47,12,11,12,15,16,19,16,8,50,74
14543,11,5,17,12,8,7,30,44,7,9,18,16,19,7,37,60,10,19,14,9,5,12,43,40,7,8,14,8,12,13,5,8,50,46
14544,10,15,9,9,13,18,61,49,17,17,18,19,10,8,54,55,10,15,19,5,6,16,61,46,19,17,13,8,10,17,5,8,69,48
14545,8,17,17,9,14,14,55,54,17,11,12,7,5,19,51,43,15,12,15,8,18,9,57,50,13,16,12,6,7,14,5,7,64,39
14546,11,5,5,8,18,12,43,43,13,18,13,19,7,12,56,51,14,7,15,16,7,15,48,53,14,11,14,15,12,14,9,18,64,68
14547,17,11,15,12,15,5,48,47,7,11,10,18,19,6,50,53,15,5,18,11,17,17,40,63,13,19,11,10,10,15,9,18,75,62
14548,9,5,13,17,16,6,47,52,18,19,7,7,17,14,60,45,14,11,13,19,5,16,58,53,15,15,14,9,18,7,19,10,67,63
14549,9,8,9,11,12,7,38,39,9,19,12,17,9,9,43,47,6,9,6,5,19,19,36,49,12,18,10,5,7,17,15,18,55,62
14550,11,12,11,5,18,15,55,49,14,8,7,13,8,12,43,40,10,17,14,5,14,8,59,41,18,16,13,12,17,15,7,10,68,61
14551,8,10,10,14,8,5,40,37,12,10,12,10,10,14,35,46,5,7,12,14,8,10,34,44,10,10,18,10,17,5,5,17,51,54
14552,12,19,19,17,5,11,59,52,15,14,6,14,15,17,57,52,16,9,16,9,5,13,53,43,13,19,6,13,5,16,17,17,66,68
14553,8,16,10,8,19,18,41,55,12,18,19,7,15,18,46,59,8,14,12,12,15,19,39,58,5,10,13,15,11,6,19,17,44,68
14554,5,15,6,7,11,12,44,36,19,10,5,7,13,6,42,31,8,15,15,19,14,5,47,53,5,19,6,11,19,6,15,17,43,68
14555,12,5,5,6,17,7,42,35,12,8,7,7,17,18,38,49,6,13,19,17,5,11,44,52,13,11,18,12,19,9,10,13,60,63
14556,15,10,5,11,12,18,49,46,11,6,5,12,14,5,50,36,18,9,16,13,14,14,51,57,13,7,7,16,10,9,8,5,60,48
14557,17,6,12,19,8,18,45,57,15,15,13,15,15,9,60,52,13,18,15,16,19,13,53,63,7,11,19,17,19,7,6,19,67,68
14558,5,18,6,13,16,10,52,45,14,13,10,16,14,7,50,47,18,19,15,11,7,7,66,40,15,6,8,18,7,14,7,13,52,59
14559,6,18,16,14,18,16,46,64,6,18,12,9,17,10,44,48,14,10,15,14,13,14,46,56,16,8,8,15,9,16,17,5,52,62
14560,10,14,7,7,11,12,46,37,16,6,9,18,6,13,38,46,6,12,12,15,9,9,40,45,6,11,15,12,14,13,16,11,48,66
14561,14,10,9,5,17,19,39,50,5,8,15,17,14,16,37,62,10,9,9,19,11,16,34,55,10,11,13,16,7,6,10,7,58,46
14562,16,5,6,11,5,5,52,27,18,13,14,15,19,14,59,62,12,9,13,19,5,18,52,55,13,6,7,19,18,13,14,12,54,76
